pressure,t_equipartition,t_ideal,total_momentum_x,total_momentum_y,total_ke
2.71263e-23,36214.9,36740.7,-4.93152e-20,-1.00951e-19,8.4e-17
2.71474e-23,36214.9,36769.4,-4.93152e-20,-1.00951e-19,8.4e-17
2.71375e-23,36214.9,36755.9,-4.93152e-20,-1.00951e-19,8.4e-17
2.71086e-23,36214.9,36716.8,-4.93152e-20,-1.00951e-19,8.4e-17
2.71415e-23,36214.9,36761.4,-4.93152e-20,-1.00951e-19,8.4e-17
2.71909e-23,36214.9,36828.2,-4.93152e-20,-1.00951e-19,8.4e-17
2.71443e-23,36214.9,36765.1,-4.93152e-20,-1.00951e-19,8.4e-17
2.71685e-23,36214.9,36797.8,-4.93152e-20,-1.00951e-19,8.4e-17
2.71179e-23,36214.9,36729.3,-4.93152e-20,-1.00951e-19,8.4e-17
2.70503e-23,36214.9,36637.8,-4.93152e-20,-1.00951e-19,8.4e-17
2.70985e-23,36214.9,36703.1,-4.93152e-20,-1.00951e-19,8.4e-17
2.70789e-23,36214.9,36676.5,-4.93152e-20,-1.00951e-19,8.4e-17
2.70311e-23,36214.9,36611.8,-4.93152e-20,-1.00951e-19,8.4e-17
2.70352e-23,36214.9,36617.3,-4.93152e-20,-1.00951e-19,8.4e-17
2.70289e-23,36214.9,36608.8,-4.93152e-20,-1.00951e-19,8.4e-17
2.71178e-23,36214.9,36729.3,-4.93152e-20,-1.00951e-19,8.4e-17
2.70746e-23,36214.9,36670.7,-4.93152e-20,-1.00951e-19,8.4e-17
2.70002e-23,36214.9,36569.9,-4.93152e-20,-1.00951e-19,8.4e-17
2.69853e-23,36214.9,36549.7,-4.93152e-20,-1.00951e-19,8.4e-17
2.69455e-23,36214.9,36495.8,-4.93152e-20,-1.00951e-19,8.4e-17
2.69172e-23,36214.9,36457.5,-4.93152e-20,-1.00951e-19,8.4e-17
2.68991e-23,36214.9,36433.1,-4.93152e-20,-1.00951e-19,8.4e-17
2.69716e-23,36214.9,36531.2,-4.93152e-20,-1.00951e-19,8.4e-17
2.69534e-23,36214.9,36506.6,-4.93152e-20,-1.00951e-19,8.4e-17
2.69061e-23,36214.9,36442.5,-4.93152e-20,-1.00951e-19,8.4e-17
2.69474e-23,36214.9,36498.4,-4.93152e-20,-1.00951e-19,8.4e-17
2.70027e-23,36214.9,36573.3,-4.93152e-20,-1.00951e-19,8.4e-17
2.70629e-23,36214.9,36654.9,-4.93152e-20,-1.00951e-19,8.4e-17
2.71031e-23,36214.9,36709.3,-4.93152e-20,-1.00951e-19,8.4e-17
2.70568e-23,36214.9,36646.7,-4.93152e-20,-1.00951e-19,8.4e-17
2.70542e-23,36214.9,36643.1,-4.93152e-20,-1.00951e-19,8.4e-17
2.69996e-23,36214.9,36569.1,-4.93152e-20,-1.00951e-19,8.4e-17
2.70637e-23,36214.9,36655.9,-4.93152e-20,-1.00951e-19,8.4e-17
2.70143e-23,36214.9,36589.1,-4.93152e-20,-1.00951e-19,8.4e-17
2.69969e-23,36214.9,36565.5,-4.93152e-20,-1.00951e-19,8.4e-17
2.70315e-23,36214.9,36612.3,-4.93152e-20,-1.00951e-19,8.4e-17
2.70428e-23,36214.9,36627.6,-4.93152e-20,-1.00951e-19,8.4e-17
2.70592e-23,36214.9,36649.9,-4.93152e-20,-1.00951e-19,8.4e-17
2.70651e-23,36214.9,36657.9,-4.93152e-20,-1.00951e-19,8.4e-17
2.72053e-23,36214.9,36847.8,-4.93152e-20,-1.00951e-19,8.4e-17
2.72821e-23,36214.9,36951.7,-4.93152e-20,-1.00951e-19,8.4e-17
2.72592e-23,36214.9,36920.8,-4.93152e-20,-1.00951e-19,8.4e-17
2.72867e-23,36214.9,36958,-4.93152e-20,-1.00951e-19,8.4e-17
2.72744e-23,36214.9,36941.4,-4.93152e-20,-1.00951e-19,8.4e-17
2.72212e-23,36214.9,36869.3,-4.93152e-20,-1.00951e-19,8.4e-17
2.71782e-23,36214.9,36811,-4.93152e-20,-1.00951e-19,8.4e-17
2.71191e-23,36214.9,36731,-4.93152e-20,-1.00951e-19,8.4e-17
2.70627e-23,36214.9,36654.6,-4.93152e-20,-1.00951e-19,8.4e-17
2.71126e-23,36214.9,36722.1,-4.93152e-20,-1.00951e-19,8.4e-17
2.71473e-23,36214.9,36769.2,-4.93152e-20,-1.00951e-19,8.4e-17
2.7108e-23,36214.9,36716,-4.93152e-20,-1.00951e-19,8.4e-17
2.71265e-23,36214.9,36741,-4.93152e-20,-1.00951e-19,8.4e-17
2.7078e-23,36214.9,36675.3,-4.93152e-20,-1.00951e-19,8.4e-17
2.70374e-23,36214.9,36620.3,-4.93152e-20,-1.00951e-19,8.4e-17
2.69986e-23,36214.9,36567.8,-4.93152e-20,-1.00951e-19,8.4e-17
2.69476e-23,36214.9,36498.7,-4.93152e-20,-1.00951e-19,8.4e-17
2.69925e-23,36214.9,36559.6,-4.93152e-20,-1.00951e-19,8.4e-17
2.70366e-23,36214.9,36619.2,-4.93152e-20,-1.00951e-19,8.4e-17
2.70498e-23,36214.9,36637.2,-4.93152e-20,-1.00951e-19,8.4e-17
2.70353e-23,36214.9,36617.5,-4.93152e-20,-1.00951e-19,8.4e-17
2.71535e-23,36214.9,36777.6,-4.93152e-20,-1.00951e-19,8.4e-17
